epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,35602.1,0.47999,0.30203,1.00556,0.99567,0.99534,0.99373,0.93572,0.41933,0.20536,0.92359,0.001981,0.001981,0.001981
83,36034.1,0.47528,0.29366,0.9996,0.99566,0.99535,0.99377,0.93616,0.41869,0.2048,0.92304,0.001882,0.001882,0.001882
84,36469.1,0.47507,0.29424,0.99988,0.99569,0.99536,0.99379,0.93612,0.4181,0.20426,0.92247,0.001783,0.001783,0.001783
85,36904.1,0.47479,0.29424,0.99964,0.99572,0.99535,0.99382,0.93646,0.41745,0.20344,0.92183,0.001684,0.001684,0.001684
86,37338.1,0.46772,0.28701,0.99268,0.99572,0.99542,0.99385,0.93679,0.41689,0.20289,0.92126,0.001585,0.001585,0.001585
87,37770.5,0.46529,0.28761,0.99578,0.99571,0.9954,0.99386,0.93711,0.41642,0.20194,0.9208,0.001486,0.001486,0.001486
88,38202.3,0.4637,0.28324,0.99292,0.9957,0.99541,0.99387,0.93723,0.41575,0.20101,0.92025,0.001387,0.001387,0.001387
89,38636.9,0.46009,0.28242,0.9934,0.99577,0.99546,0.99387,0.93747,0.41505,0.20062,0.91974,0.001288,0.001288,0.001288
90,39071.7,0.45436,0.27668,0.98619,0.99578,0.99548,0.99387,0.93759,0.41453,0.19992,0.91931,0.001189,0.001189,0.001189
91,39528.7,0.40933,0.20664,0.92169,0.99558,0.99557,0.99387,0.93798,0.41396,0.19916,0.9187,0.00109,0.00109,0.00109
92,39963,0.40274,0.20338,0.91233,0.99589,0.9958,0.99414,0.93828,0.41309,0.19829,0.91802,0.000991,0.000991,0.000991
93,40394.4,0.39707,0.19711,0.91412,0.99602,0.99583,0.99414,0.93844,0.41227,0.1972,0.91732,0.000892,0.000892,0.000892
94,40829.5,0.39325,0.19385,0.91216,0.99609,0.99617,0.99414,0.93884,0.41144,0.19632,0.91666,0.000793,0.000793,0.000793
95,41264.9,0.38795,0.19071,0.90727,0.99623,0.99621,0.99414,0.93955,0.4107,0.19538,0.91604,0.000694,0.000694,0.000694
96,41697.4,0.38255,0.1876,0.90629,0.99625,0.99627,0.99414,0.9398,0.41,0.19463,0.91543,0.000595,0.000595,0.000595
97,42131.5,0.37921,0.18492,0.9036,0.99655,0.99618,0.99415,0.94045,0.40917,0.19384,0.91482,0.000496,0.000496,0.000496
98,42564,0.37489,0.18256,0.90156,0.99662,0.99633,0.99416,0.94084,0.40843,0.19336,0.91424,0.000397,0.000397,0.000397
99,42996.1,0.3715,0.17957,0.89949,0.99682,0.99635,0.99416,0.94122,0.40762,0.19266,0.9136,0.000298,0.000298,0.000298
100,43430.8,0.36614,0.17602,0.89699,0.99702,0.99639,0.99416,0.94163,0.40685,0.19183,0.91293,0.000199,0.000199,0.000199
