epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,29986.7,0.65957,0.52618,1.03202,0.96936,0.97465,0.98721,0.86374,0.60516,0.37754,1.00578,0.00242783,0.00242783,0.00242783
43,30702.4,0.66125,0.52749,1.03362,0.96922,0.97448,0.98722,0.86376,0.60504,0.37732,1.00558,0.00233081,0.00233081,0.00233081
44,31414.7,0.6619,0.52929,1.03471,0.96835,0.9754,0.9872,0.86419,0.60487,0.37708,1.00553,0.00223409,0.00223409,0.00223409
45,32125.8,0.6632,0.52923,1.03291,0.96844,0.97526,0.98721,0.86455,0.60473,0.37706,1.0054,0.00213782,0.00213782,0.00213782
46,32836.8,0.66218,0.5255,1.0342,0.96823,0.97541,0.98733,0.86425,0.60446,0.37698,1.00528,0.00204215,0.00204215,0.00204215
47,33547.4,0.6616,0.52469,1.03676,0.96971,0.97514,0.98743,0.86491,0.6042,0.37662,1.00518,0.00194722,0.00194722,0.00194722
48,34258.2,0.66013,0.5267,1.03471,0.96894,0.97545,0.98741,0.86422,0.60407,0.37679,1.00511,0.00185318,0.00185318,0.00185318
49,34969,0.66115,0.52594,1.0359,0.97013,0.9751,0.98743,0.86448,0.60411,0.37658,1.00505,0.00176018,0.00176018,0.00176018
50,35681,0.66044,0.52257,1.03604,0.9695,0.97546,0.9874,0.86462,0.60429,0.37651,1.00512,0.00166836,0.00166836,0.00166836
51,36392.9,0.65635,0.52104,1.0346,0.9717,0.97392,0.98748,0.86469,0.60428,0.37646,1.00512,0.00157786,0.00157786,0.00157786
52,37104.2,0.65695,0.52104,1.03349,0.96938,0.97497,0.98744,0.8646,0.60433,0.37636,1.0051,0.00148882,0.00148882,0.00148882
53,37814.9,0.65176,0.51966,1.02911,0.97017,0.97498,0.98752,0.86471,0.60443,0.37653,1.00514,0.00140137,0.00140137,0.00140137
