epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,18310.3,0.77562,0.68178,1.13911,0.98516,0.98905,0.99122,0.88509,0.55743,0.33794,1.00116,0.00643101,0.00643101,0.00643101
43,18745.6,0.77157,0.67491,1.13496,0.98484,0.98925,0.99125,0.88592,0.55625,0.33628,0.99983,0.00628101,0.00628101,0.00628101
44,19180.8,0.7702,0.66868,1.13432,0.98504,0.98908,0.99124,0.88593,0.55539,0.33505,0.99862,0.00612981,0.00612981,0.00612981
45,19617.9,0.76474,0.66109,1.127,0.98544,0.98912,0.99129,0.88591,0.5546,0.3335,0.99753,0.00597754,0.00597754,0.00597754
46,20052.8,0.75661,0.65064,1.12213,0.98595,0.98929,0.99132,0.88719,0.55349,0.33231,0.99641,0.00582435,0.00582435,0.00582435
47,20487.6,0.76041,0.64625,1.12243,0.98625,0.98947,0.99139,0.88727,0.55256,0.33071,0.99525,0.0056704,0.0056704,0.0056704
48,20922.4,0.75283,0.64119,1.11766,0.98599,0.98939,0.99144,0.88788,0.55169,0.32922,0.99415,0.00551584,0.00551584,0.00551584
49,21357.6,0.75279,0.63724,1.11778,0.98594,0.98962,0.99146,0.88795,0.55068,0.32829,0.99286,0.00536081,0.00536081,0.00536081
50,21795.9,0.74804,0.6283,1.11522,0.98623,0.98968,0.99153,0.88796,0.55016,0.327,0.99208,0.00520548,0.00520548,0.00520548
51,22245.7,0.74265,0.61883,1.1102,0.98602,0.9897,0.99158,0.88868,0.54932,0.32585,0.99114,0.00505,0.00505,0.00505
52,22686.6,0.7424,0.61873,1.11127,0.98586,0.98985,0.99158,0.88902,0.54878,0.32472,0.99038,0.00489452,0.00489452,0.00489452
53,23123.6,0.73551,0.61191,1.10343,0.98557,0.98996,0.99157,0.88912,0.54796,0.32366,0.98924,0.00473919,0.00473919,0.00473919
54,23562.5,0.73094,0.60156,1.10024,0.98571,0.9901,0.99157,0.88973,0.54717,0.32239,0.9883,0.00458416,0.00458416,0.00458416
55,23997.6,0.72953,0.59724,1.1032,0.98559,0.99007,0.99161,0.88998,0.54642,0.32129,0.98734,0.0044296,0.0044296,0.0044296
56,24434.6,0.73025,0.59406,1.10128,0.98552,0.99008,0.99161,0.89073,0.54565,0.32007,0.98638,0.00427565,0.00427565,0.00427565
57,24868.5,0.72436,0.58817,1.09631,0.98528,0.99016,0.99163,0.89119,0.54496,0.31882,0.98548,0.00412246,0.00412246,0.00412246
58,25302.3,0.72078,0.58035,1.09374,0.98548,0.99007,0.99167,0.89168,0.54427,0.31773,0.98461,0.00397019,0.00397019,0.00397019
59,25741,0.71486,0.57111,1.08926,0.98578,0.99008,0.99167,0.89191,0.5436,0.31674,0.98369,0.00381899,0.00381899,0.00381899
60,26174.2,0.70731,0.56675,1.08796,0.98598,0.99005,0.99167,0.89199,0.54274,0.3158,0.9827,0.00366899,0.00366899,0.00366899
61,26607.9,0.70914,0.5634,1.0838,0.98597,0.99011,0.99169,0.89228,0.54204,0.31446,0.98164,0.00352037,0.00352037,0.00352037
62,27041.7,0.70457,0.5547,1.08153,0.98596,0.99021,0.99171,0.89287,0.54114,0.3135,0.9804,0.00337325,0.00337325,0.00337325
63,27476.4,0.69835,0.55215,1.07677,0.98573,0.99029,0.9917,0.89319,0.54048,0.31224,0.97949,0.00322778,0.00322778,0.00322778
64,27916.8,0.69653,0.54976,1.07589,0.98588,0.99027,0.99171,0.89366,0.53968,0.31086,0.97855,0.00308412,0.00308412,0.00308412
